student_id,course_major,actual_grade,completion_status,student_difficulty_rating,study_hours_logged,feedback_comment,student_major,course_id
2780,Business,,Failed,3.2,8,"Some complex topics, but support was available.",Engineering,COURSE0438
1576,Healthcare,F,Completed,3.6,16,"Requires regular study, but rewarding overall.",Engineering,COURSE0065
3337,Healthcare,C+,Completed,3.2,15,"Requires regular study, but rewarding overall.",Healthcare,COURSE0356
2216,Computer Science,,Dropped,3.7,19,"Requires regular study, but rewarding overall.",Business,COURSE0021
1842,Business,A,Completed,5.0,8,Conceptually tough and fast-paced.,Business,COURSE0252
2172,Business,C+,Completed,3.4,10,Balanced workload with practical assignments.,Engineering,COURSE0235
3007,Business,A,Completed,2.3,17,Good for revising basic concepts.,Engineering,COURSE0227
2709,Healthcare,C+,Completed,4.0,7,Demanding course with a heavy workload.,Healthcare,COURSE0013
2942,Computer Science,,Failed,2.1,11,Helpful for gaining confidence in fundamentals.,Computer Science,COURSE0313
2191,Healthcare,F,Failed,2.6,13,Easy to follow with clear instructions.,Engineering,COURSE0049
3422,Healthcare,,Failed,4.9,20,Intensive exams and complex assignments.,Computer Science,COURSE0118
2427,Business,,Dropped,2.3,15,Light workload and minimal assessments.,Business,COURSE0054
2306,Business,,Failed,3.0,19,"Requires regular study, but rewarding overall.",Computer Science,COURSE0138
2620,Business,B,Completed,4.1,10,Demanding course with a heavy workload.,Engineering,COURSE0053
1335,Computer Science,,Failed,2.3,17,Easy to follow with clear instructions.,Computer Science,COURSE0044
2415,Business,F,Dropped,3.4,8,"Requires regular study, but rewarding overall.",Computer Science,COURSE0303
2737,Engineering,,Dropped,3.4,13,"Some complex topics, but support was available.",Healthcare,COURSE0053
1217,Business,,Dropped,4.9,9,Conceptually tough and fast-paced.,Engineering,COURSE0074
3077,Healthcare,,Failed,4.0,12,Demanding course with a heavy workload.,Healthcare,COURSE0046
3327,Healthcare,F,Failed,3.0,18,Challenging but manageable with consistent effort.,Engineering,COURSE0013
3429,Computer Science,,Dropped,4.9,15,Conceptually tough and fast-paced.,Healthcare,COURSE0165
1486,Engineering,B+,Completed,2.1,18,Helpful for gaining confidence in fundamentals.,Computer Science,COURSE0102
2898,Business,,Failed,2.6,8,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0280
2643,Business,,Dropped,3.0,11,Challenging but manageable with consistent effort.,Computer Science,COURSE0258
1358,Computer Science,A,Completed,4.3,9,Conceptually tough and fast-paced.,Engineering,COURSE0470
2344,Business,,Dropped,4.9,17,Conceptually tough and fast-paced.,Business,COURSE0337
3236,Healthcare,F,Dropped,4.4,8,Intensive exams and complex assignments.,Engineering,COURSE0356
2632,Business,,Dropped,4.6,13,Intensive exams and complex assignments.,Business,COURSE0398
1779,Engineering,,Failed,2.8,7,"Some complex topics, but support was available.",Computer Science,COURSE0138
2323,Healthcare,A,Completed,2.2,18,Helpful for gaining confidence in fundamentals.,Healthcare,COURSE0163
1410,Business,B+,Completed,4.5,10,Demanding course with a heavy workload.,Engineering,COURSE0409
3166,Business,,Dropped,3.5,19,"Some complex topics, but support was available.",Computer Science,COURSE0387
1352,Business,,Dropped,4.0,13,Demanding course with a heavy workload.,Engineering,COURSE0111
1943,Healthcare,F,Failed,3.1,7,"Requires regular study, but rewarding overall.",Engineering,COURSE0102
1854,Business,B+,Completed,4.1,15,Not recommended without a strong background.,Healthcare,COURSE0017
3377,Computer Science,F,Completed,2.3,7,Straightforward and beginner-friendly course.,Healthcare,COURSE0268
2378,Business,B,Completed,3.0,14,Challenging but manageable with consistent effort.,Computer Science,COURSE0182
1204,Engineering,,Dropped,4.7,8,Intensive exams and complex assignments.,Business,COURSE0372
2743,Computer Science,B+,Completed,3.9,6,Conceptually tough and fast-paced.,Engineering,COURSE0024
1586,Business,,Failed,2.8,10,Challenging but manageable with consistent effort.,Engineering,COURSE0029
3014,Business,F,Completed,2.6,15,Good for revising basic concepts.,Business,COURSE0171
2778,Computer Science,B,Completed,2.1,13,Easy to follow with clear instructions.,Business,COURSE0409
2446,Engineering,,Dropped,2.2,8,Light workload and minimal assessments.,Computer Science,COURSE0228
3436,Healthcare,F,Dropped,4.4,12,Demanding course with a heavy workload.,Engineering,COURSE0378
2014,Computer Science,F,Failed,2.5,11,Straightforward and beginner-friendly course.,Healthcare,COURSE0188
1365,Engineering,A,Completed,2.2,20,Helpful for gaining confidence in fundamentals.,Healthcare,COURSE0346
2996,Computer Science,B,Completed,4.2,12,Not recommended without a strong background.,Healthcare,COURSE0230
2206,Business,,Dropped,2.9,9,"Some complex topics, but support was available.",Engineering,COURSE0321
1597,Computer Science,,Dropped,3.2,6,Balanced workload with practical assignments.,Engineering,COURSE0340
1900,Healthcare,A,Completed,3.5,19,Balanced workload with practical assignments.,Business,COURSE0119
1442,Healthcare,A,Completed,4.9,13,Demanding course with a heavy workload.,Engineering,COURSE0156
1273,Engineering,,Dropped,4.7,11,Requires significant study time and dedication.,Healthcare,COURSE0272
1087,Computer Science,C+,Completed,3.4,19,Good mix of theory and application.,Engineering,COURSE0175
2182,Engineering,C+,Completed,2.7,18,Light workload and minimal assessments.,Business,COURSE0465
2303,Business,B+,Completed,4.7,17,Conceptually tough and fast-paced.,Computer Science,COURSE0104
1921,Computer Science,,Dropped,2.8,14,Balanced workload with practical assignments.,Engineering,COURSE0092
1463,Business,F,Dropped,3.3,20,Challenging but manageable with consistent effort.,Business,COURSE0186
1589,Healthcare,,Failed,2.3,16,Light workload and minimal assessments.,Engineering,COURSE0460
1725,Engineering,B+,Completed,3.3,20,"Some complex topics, but support was available.",Business,COURSE0283
3206,Computer Science,F,Failed,4.2,16,Conceptually tough and fast-paced.,Business,COURSE0181
2075,Business,F,Dropped,4.3,19,Requires significant study time and dedication.,Computer Science,COURSE0170
2102,Business,F,Dropped,4.7,11,Not recommended without a strong background.,Computer Science,COURSE0187
1309,Computer Science,B,Completed,4.0,11,Intensive exams and complex assignments.,Computer Science,COURSE0175
3096,Business,,Failed,4.7,16,Requires significant study time and dedication.,Business,COURSE0222
1004,Computer Science,,Failed,4.8,9,Requires significant study time and dedication.,Computer Science,COURSE0233
3417,Healthcare,,Dropped,3.6,11,"Some complex topics, but support was available.",Engineering,COURSE0162
3026,Business,C+,Completed,4.0,6,Not recommended without a strong background.,Business,COURSE0421
2228,Healthcare,A,Completed,3.5,11,"Some complex topics, but support was available.",Business,COURSE0134
1174,Computer Science,,Dropped,2.0,19,Straightforward and beginner-friendly course.,Healthcare,COURSE0391
2524,Healthcare,F,Dropped,3.2,18,Good mix of theory and application.,Computer Science,COURSE0480
1522,Business,C+,Completed,3.8,15,"Some complex topics, but support was available.",Healthcare,COURSE0224
2985,Computer Science,,Failed,2.2,11,Easy to follow with clear instructions.,Engineering,COURSE0153
2821,Computer Science,C+,Completed,4.3,10,Conceptually tough and fast-paced.,Engineering,COURSE0033
1429,Business,,Dropped,4.9,14,Requires significant study time and dedication.,Engineering,COURSE0055
1266,Business,,Dropped,2.4,16,Straightforward and beginner-friendly course.,Engineering,COURSE0442
1672,Business,,Failed,4.6,11,Conceptually tough and fast-paced.,Engineering,COURSE0007
2349,Computer Science,B,Completed,2.9,14,"Requires regular study, but rewarding overall.",Business,COURSE0244
2413,Business,F,Completed,2.2,14,Straightforward and beginner-friendly course.,Computer Science,COURSE0313
3230,Computer Science,,Failed,2.3,10,Easy to follow with clear instructions.,Engineering,COURSE0126
2722,Computer Science,,Failed,3.9,8,Requires significant study time and dedication.,Engineering,COURSE0012
2477,Healthcare,,Failed,3.7,15,Challenging but manageable with consistent effort.,Computer Science,COURSE0016
1750,Engineering,F,Failed,2.7,18,Easy to follow with clear instructions.,Computer Science,COURSE0208
1632,Business,,Dropped,4.7,7,Demanding course with a heavy workload.,Computer Science,COURSE0043
2173,Healthcare,,Failed,4.9,14,Intensive exams and complex assignments.,Healthcare,COURSE0373
1550,Computer Science,F,Dropped,3.7,10,Good mix of theory and application.,Computer Science,COURSE0484
2910,Business,,Dropped,4.3,13,Requires significant study time and dedication.,Business,COURSE0461
2997,Business,,Dropped,2.5,10,Good for revising basic concepts.,Healthcare,COURSE0135
1820,Computer Science,B+,Completed,3.1,20,Good mix of theory and application.,Computer Science,COURSE0228
2277,Healthcare,A,Completed,2.2,14,Easy to follow with clear instructions.,Engineering,COURSE0111
1501,Business,,Dropped,4.9,20,Conceptually tough and fast-paced.,Computer Science,COURSE0307
2093,Computer Science,,Dropped,3.6,5,Challenging but manageable with consistent effort.,Engineering,COURSE0457
1229,Healthcare,,Dropped,4.5,6,Conceptually tough and fast-paced.,Healthcare,COURSE0160
1856,Business,,Dropped,4.1,20,Not recommended without a strong background.,Business,COURSE0331
1402,Business,B,Completed,4.6,7,Intensive exams and complex assignments.,Healthcare,COURSE0264
1607,Engineering,,Dropped,4.6,14,Intensive exams and complex assignments.,Healthcare,COURSE0225
3370,Computer Science,F,Completed,2.6,12,Easy to follow with clear instructions.,Healthcare,COURSE0471
1005,Engineering,F,Dropped,4.0,15,Demanding course with a heavy workload.,Engineering,COURSE0217
2566,Business,,Dropped,4.5,15,Not recommended without a strong background.,Computer Science,COURSE0456
1181,Business,,Failed,3.3,9,Balanced workload with practical assignments.,Healthcare,COURSE0045
1525,Business,,Failed,2.8,13,Balanced workload with practical assignments.,Healthcare,COURSE0214
3108,Computer Science,F,Completed,3.9,12,Demanding course with a heavy workload.,Healthcare,COURSE0059
2825,Computer Science,B,Completed,4.3,18,Not recommended without a strong background.,Computer Science,COURSE0132
1220,Healthcare,,Dropped,3.7,13,Good mix of theory and application.,Healthcare,COURSE0104
2585,Computer Science,B,Completed,3.5,17,Challenging but manageable with consistent effort.,Computer Science,COURSE0195
2100,Business,C+,Completed,2.3,14,Good for revising basic concepts.,Computer Science,COURSE0413
1165,Computer Science,F,Completed,3.4,17,Balanced workload with practical assignments.,Engineering,COURSE0489
1561,Computer Science,B,Completed,3.5,5,"Some complex topics, but support was available.",Computer Science,COURSE0157
1401,Computer Science,F,Failed,2.1,8,Straightforward and beginner-friendly course.,Computer Science,COURSE0098
2813,Business,,Dropped,4.3,6,Demanding course with a heavy workload.,Business,COURSE0226
2470,Business,,Dropped,3.6,8,"Requires regular study, but rewarding overall.",Computer Science,COURSE0412
2210,Business,,Dropped,3.0,18,Good mix of theory and application.,Computer Science,COURSE0205
1107,Business,F,Dropped,2.1,18,Straightforward and beginner-friendly course.,Business,COURSE0079
1006,Engineering,,Failed,3.5,12,Challenging but manageable with consistent effort.,Business,COURSE0124
2259,Business,,Failed,3.6,8,"Some complex topics, but support was available.",Business,COURSE0471
2840,Computer Science,A,Completed,3.0,5,Good mix of theory and application.,Computer Science,COURSE0428
1310,Computer Science,F,Completed,2.3,19,Good for revising basic concepts.,Engineering,COURSE0218
1154,Business,B+,Completed,3.4,13,Challenging but manageable with consistent effort.,Healthcare,COURSE0004
3410,Computer Science,B,Completed,2.6,8,Light workload and minimal assessments.,Healthcare,COURSE0090
3407,Computer Science,C+,Completed,4.2,7,Demanding course with a heavy workload.,Engineering,COURSE0104
1789,Business,,Failed,3.4,6,Challenging but manageable with consistent effort.,Computer Science,COURSE0393
2999,Business,B+,Completed,2.3,19,Good for revising basic concepts.,Healthcare,COURSE0119
1757,Computer Science,,Failed,4.8,19,Demanding course with a heavy workload.,Business,COURSE0133
2459,Healthcare,F,Failed,4.8,15,Requires significant study time and dedication.,Business,COURSE0312
1999,Engineering,F,Failed,2.8,5,Challenging but manageable with consistent effort.,Engineering,COURSE0096
1160,Business,F,Dropped,2.3,16,Helpful for gaining confidence in fundamentals.,Healthcare,COURSE0468
1971,Computer Science,,Dropped,2.5,11,Good for revising basic concepts.,Business,COURSE0434
1318,Business,F,Completed,2.7,7,Helpful for gaining confidence in fundamentals.,Computer Science,COURSE0331
3493,Healthcare,,Dropped,4.5,14,Not recommended without a strong background.,Business,COURSE0143
2364,Healthcare,B+,Completed,4.8,7,Not recommended without a strong background.,Computer Science,COURSE0288
1429,Computer Science,,Failed,2.6,15,Good for revising basic concepts.,Engineering,COURSE0028
1759,Computer Science,C+,Completed,3.2,15,Good mix of theory and application.,Engineering,COURSE0278
1922,Computer Science,,Dropped,4.4,7,Intensive exams and complex assignments.,Business,COURSE0233
1735,Business,F,Dropped,2.1,17,Straightforward and beginner-friendly course.,Healthcare,COURSE0017
2238,Business,F,Failed,4.5,14,Requires significant study time and dedication.,Healthcare,COURSE0059
2709,Computer Science,B,Completed,2.0,10,Straightforward and beginner-friendly course.,Healthcare,COURSE0090
2674,Computer Science,B,Completed,2.2,12,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0492
2380,Engineering,A,Completed,2.3,20,Easy to follow with clear instructions.,Engineering,COURSE0199
3064,Computer Science,,Failed,2.1,17,Helpful for gaining confidence in fundamentals.,Healthcare,COURSE0362
1370,Healthcare,,Dropped,4.1,15,Not recommended without a strong background.,Engineering,COURSE0441
2651,Engineering,A,Completed,3.9,8,Requires significant study time and dedication.,Engineering,COURSE0026
2893,Business,,Dropped,2.2,11,Straightforward and beginner-friendly course.,Healthcare,COURSE0025
2709,Business,A,Completed,2.6,6,Helpful for gaining confidence in fundamentals.,Healthcare,COURSE0394
3440,Healthcare,,Dropped,4.6,11,Demanding course with a heavy workload.,Engineering,COURSE0301
